name,url,cuisine,avgRating,priceRange,latitude,longitude,postalCode,streetAddress,addressLocality,addressRegion,addressString
Costa Coffee (Lon New Oxford St),https://www.ubereats.com/gb/store/costa-coffee-lon-new-oxford-st/kycnrZpDVyWDcrwxa-g5vQ,"['Breakfast and brunch', 'Sandwich']",,€,51.51677,-0.12867,WC1A 1HB,104 New Oxford Street,London,England,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'England', 'postalCode': 'WC1A 1HB', 'addressCountry': 'GB', 'streetAddress': '104 New Oxford Street'}"
(Tennessee BBQ Burger) Healthy Corner ,https://www.ubereats.com/gb/store/tennessee-bbq-burger-healthy-corner/eyOJ5o5fTjeHgF5PqWNfeA,"['Comfort Food', 'Comfort food', 'Burgers', 'American', 'French tacos', 'Tacos', 'Coffee', 'Tea', 'Burgers', 'Mexican', 'Tacos', 'New Mexican', 'Halal']",,,51.695255976369054,-0.19317056364375418,EN6 2HX,15 Darkes Lane,Potters Bar,England,"{'@type': 'PostalAddress', 'addressLocality': 'Potters Bar', 'addressRegion': 'England', 'postalCode': 'EN6 2HX', 'addressCountry': 'GB', 'streetAddress': '15 Darkes Lane'}"
Mahdi Restaurant,https://www.ubereats.com/gb/store/mahdi-restaurant/PuVr3GBtSSCNuiMw21jcyw,"['Persian', 'Halal', 'Vegetarian friendly', 'Middle Eastern']",4.7,€€€,51.49278,-0.23505,W6 0,215-217 King St.,London,London,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'London', 'postalCode': 'W6 0', 'addressCountry': 'GB', 'streetAddress': '215-217 King St.'}"
Parson’s Green Fish Bar,https://www.ubereats.com/gb/store/parsons-green-fish-bar/lOoX-_l2QqeKWjPPr_S7rw,"['Seafood', 'Fish & chips', 'Burgers', 'Chicken']",4.5,,51.476138,-0.20098,SW6 4HS,34 Parsons Green Lane,London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'SW6 4HS', 'addressCountry': 'GB', 'streetAddress': '34 Parsons Green Lane'}"
Annapurna,https://www.ubereats.com/gb/store/annapurna/CLA0yJIeUHuARjFmZAXgZA,"['Nepalese', 'Chicken', 'Rice & Curry', 'Family Meals', 'Family friendly', 'Affordable meals', 'Vegetarian friendly', 'Vegetarian', 'Vegan', 'Vegan friendly', 'Fried Chicken', 'Children', 'Kid friendly', 'Rice dishes', 'Desserts', 'Drinks', 'Allergy friendly']",,,51.465,-0.26109,SW14 8QT,"199 Upper Richmond Rd W, East Sheen",London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'SW14 8QT', 'addressCountry': 'GB', 'streetAddress': '199 Upper Richmond Rd W, East Sheen'}"
Rios Piri Piri,https://www.ubereats.com/gb/store/rios-piri-piri/h-OmqBOxWXWJJoDUsUrnFQ,"['Burgers', 'American', 'Sandwiches', 'Drinks', 'Halal']",4.4,,51.523888812717836,-0.16706389343111228,NW1 6UL,112 Lisson Grove,London,England,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'England', 'postalCode': 'NW1 6UL', 'addressCountry': 'GB', 'streetAddress': '112 Lisson Grove'}"
Farm Girl - Fitzrovia,https://www.ubereats.com/gb/store/farm-girl-fitzrovia/VttlP-HxQQaoIaaN1PrAlA,"['Healthy', 'Breakfast and brunch', 'Juice & Smoothies']",4.7,€,51.517807,-0.13710219,W1T 3,"Berners St, Fitzrovia",London,,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': '', 'postalCode': 'W1T 3', 'addressCountry': 'GB', 'streetAddress': 'Berners St, Fitzrovia'}"
Rayhana Supermarket,https://www.ubereats.com/gb/store/rayhana-supermarket/AdvASuhfQl-EZzbFm2JUQw,"['ButcherShop', 'Local Specialities', 'Specialty', 'Halal', 'Chicken', 'Snacks', 'Specialty Goods', 'International Convenience Store', 'Family friendly', 'Alcohol']",4.6,,51.52311766705123,-0.17062971762649473,NW8 8EU,71 Church St,London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'NW8 8EU', 'addressCountry': 'GB', 'streetAddress': '71 Church St'}"
The Dutchie (Camberwell),https://www.ubereats.com/gb/store/the-dutchie-camberwell/abFYmrCpTCOMrOLoelIn_A,"['Caribbean', 'Vegetarian friendly', 'Vegan friendly', 'Jamaican', 'Group Friendly']",4.5,€,51.4735827,-0.0893442,SE5 8,58A Camberwell Church St,London,England,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'England', 'postalCode': 'SE5 8', 'addressCountry': 'GB', 'streetAddress': '58A Camberwell Church St'}"
vela brasserie ,https://www.ubereats.com/gb/store/vela-brasserie/emvmT82NRtOtTzLiS8VxJw,"['European', 'Sandwiches', 'Pasta', 'Aus Burger', 'Burgers', 'Affordable meals', 'Desserts', 'Wine', 'Burgers', 'Comfort food', 'Drinks', 'Children', 'Family friendly', 'Modern European', 'Comfort Food', 'Soul food', 'Desserts']",,,51.51786,-0.16985,W2 1,8-9 Sale Place,London,England,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'England', 'postalCode': 'W2 1', 'addressCountry': 'GB', 'streetAddress': '8-9 Sale Place'}"
Manoush Express,https://www.ubereats.com/gb/store/manoush-express/M4W0ag6WRbKU8G9qKIMeFQ,"['Middle Eastern', 'Persian', 'Halal']",4.1,€€,51.582729,-0.331089,HA1 2,"7-9, Manor Parade, Sheepcote Rd",Harrow,,"{'@type': 'PostalAddress', 'addressLocality': 'Harrow', 'addressRegion': '', 'postalCode': 'HA1 2', 'addressCountry': 'GB', 'streetAddress': '7-9, Manor Parade, Sheepcote Rd'}"
Ibérica (Marylebone),https://www.ubereats.com/gb/store/iberica-marylebone/t72WquTfVFilnP64cJgLDQ,"['Vegetarian', 'Alcohol', 'Tapas', 'Fish & Seafood', 'Beer', 'Wine', 'Spanish', 'Healthy', 'Steak', 'Desserts', 'Mediterranean', 'Seafood', 'Vegetarian friendly', 'Salads']",,€€€,51.52231216115473,-0.14386154876125118,W1W 5PS,195 Great Portland Street,London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'W1W 5PS', 'addressCountry': 'GB', 'streetAddress': '195 Great Portland Street'}"
Gigs Fish  & Chips,https://www.ubereats.com/gb/store/gigs-fish-%26-chips/CwBnHDjfR1KbWVlQ_uLLVg,"['Fish & chips', 'Greek', 'Burgers', 'Mediterranean', 'Seafood']",,€€,51.52063,-0.13537,,,,,
Egham food & wines ,https://www.ubereats.com/gb/store/egham-food-%26-wines/0BdnmU1QSMuGGttgefIGqw,"['Alcohol', 'Snacks']",,,51.43174,-0.55177,,,,,
Cocomelt London,https://www.ubereats.com/gb/store/cocomelt-london/sV5xulbkTJOnxjloTmLtIA,"['Soul food', 'Desserts', 'Ice Cream & Frozen Yogurt', 'Drinks', 'Coffee & tea', 'Comfort Food', 'chocolatier', 'Comfort food', 'Tea & Coffee', 'Crêpe', 'Ice cream & frozen yogurt', 'Crepe or Creperie', 'Desserts', 'Breakfast and brunch', 'Cafe']",3.7,,51.514347,-0.1347251,W1F 8ZW,132 Wardour Street,London,England,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'England', 'postalCode': 'W1F 8ZW', 'addressCountry': 'GB', 'streetAddress': '132 Wardour Street'}"
Pizza Hut Restaurants (Piccadilly),https://www.ubereats.com/gb/store/pizza-hut-restaurants-piccadilly/MqgQGjGAQ12gbNyjr3p9Yw,"['Pizza', 'American', 'Italian', 'Vegan', 'Vegetarian']",4.2,€€,51.5094042,-0.1346226,SW1Y 6,"Piccadilly Circus, 29-31 Regent Street",London,United Kingdom,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'United Kingdom', 'postalCode': 'SW1Y 6', 'addressCountry': 'GB', 'streetAddress': 'Piccadilly Circus, 29-31 Regent Street'}"
Bubbleology (Bloomsbury),https://www.ubereats.com/gb/store/bubbleology-bloomsbury/k0qTv_6aSM-tXESE42ljQA,"['Bubble tea', 'Desserts']",4.5,€,51.51795643674163,-0.1257034998246828,WC1A 1,40a Museum street,London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'WC1A 1', 'addressCountry': 'GB', 'streetAddress': '40a Museum street'}"
Koyla Lahore Karahi,https://www.ubereats.com/gb/store/koyla-lahore-karahi/8BPfcVDcQDKP0GBaTiBrGg,"['Indian', 'Pakistani', 'Halal']",4.3,€,51.55873,-0.11796,N7 6,31 Seven Sisters Rd,London,,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': '', 'postalCode': 'N7 6', 'addressCountry': 'GB', 'streetAddress': '31 Seven Sisters Rd'}"
Best Taste,https://www.ubereats.com/gb/store/best-taste/BejsTa-BR0OGxymEemFKNw,"['Spanish', 'Moroccan', 'French']",,€€,51.5944868738329,-0.1142363018901735,N22 6,"Unit 2
Guillemot Place
Clarendon Road Off Coburg Road
Wood Green",London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'N22 6', 'addressCountry': 'GB', 'streetAddress': 'Unit 2\r\nGuillemot Place\r\nClarendon Road Off Coburg Road\r\nWood Green'}"
Wild Wings,https://www.ubereats.com/gb/store/wild-wings/q50BD7u-XwSppr2oaQYorQ,"['Vegetarian', 'Wings', 'Chicken', 'Comfort Food', 'Comfort food', 'Burgers', 'Burgers', 'Indian']",,,51.57676020144571,-0.39739437948882467,HA5 1QZ,219 Field End Rd,Pinner,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'Pinner', 'addressRegion': 'EMEA', 'postalCode': 'HA5 1QZ', 'addressCountry': 'GB', 'streetAddress': '219 Field End Rd'}"
Bangkok Bites Express,https://www.ubereats.com/gb/store/bangkok-bites-express/Ckz-zR8WWdWvtQlGZy-7Hw,"['Vegetarian friendly', 'Thai', 'Seafood', 'Alcohol']",4.8,€,51.52036,-0.07177,E1 6RU,124 Brick Lane,London,England,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'England', 'postalCode': 'E1 6RU', 'addressCountry': 'GB', 'streetAddress': '124 Brick Lane'}"
Sainsbury's Oxford Circus Berners Street Local,https://www.ubereats.com/gb/store/sainsburys-oxford-circus-berners-street-local/i5nZiCd6R3-KeYdh_gUvTg,"['Alcohol', 'Convenience', 'Snacks', 'Grocery']",4.7,€,51.516254,-0.13592245,W1T 3LA,1 Berners Street,London,,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': '', 'postalCode': 'W1T 3LA', 'addressCountry': 'GB', 'streetAddress': '1 Berners Street'}"
Big Ben Pizza,https://www.ubereats.com/gb/store/big-ben-pizza/K3WgleqRRae1-AoFVdMmJA,"['Pizza', 'Italian', 'Fast food', 'Comfort food', 'Halal']",4.1,,51.492958,-0.116682,,,,,
bistro@203,https://www.ubereats.com/gb/store/bistro%40203/HZKoIGQHTGOqetkDgoodIQ,"['Cafe', 'Bistro', 'Sandwich', 'Coffee & tea', 'American', 'Breakfast and brunch', 'Burgers', 'Drinks']",,€,51.51602,0.02484,E16 3PG,203a Freemasons Road,London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'E16 3PG', 'addressCountry': 'GB', 'streetAddress': '203a Freemasons Road'}"
Bottle Basket,https://www.ubereats.com/gb/store/bottle-basket/aHgJRtxhQWKf5w9OHqVtXw,"['Alcohol', 'Drinks', 'Wine']",,,51.51403,-0.10536,EC4Y 1,94 Fleet Street,London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'EC4Y 1', 'addressCountry': 'GB', 'streetAddress': '94 Fleet Street'}"
Tapas Brindisa Shoreditch,https://www.ubereats.com/gb/store/tapas-brindisa-shoreditch/WPPIBDsWTUeLjv27vDiZqA,"['European', 'Spanish', 'Vegetarian friendly', 'Allergy friendly']",,€,51.5268749,-0.080139,EC2A 3,152 Curtain Road,London,,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': '', 'postalCode': 'EC2A 3', 'addressCountry': 'GB', 'streetAddress': '152 Curtain Road'}"
Paprika German Doner,https://www.ubereats.com/gb/store/paprika-german-doner/BintvFOZXoWaIdRGOvh6yQ,"['Kebab', 'Wings', 'Burgers', 'Chicken', 'Mediterranean', 'Fast food', 'Rice bowls', 'Rice dishes', 'Pizza', 'Drinks', 'Halal']",4.5,,51.64869,-0.05113,EN3 4HX,459 Southbury Road,Enfield,England,"{'@type': 'PostalAddress', 'addressLocality': 'Enfield', 'addressRegion': 'England', 'postalCode': 'EN3 4HX', 'addressCountry': 'GB', 'streetAddress': '459 Southbury Road'}"
Kay Viva,https://www.ubereats.com/gb/store/kay-viva/1dnvKp8PR2GMysJk4DGoiw,"['African', 'Comfort food', 'Nigerian', 'Exclusive to Uber Eats']",4.2,€€,51.53959,0.0039,E15 4PH,45 West Ham Lane,London,United Kingdom,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'United Kingdom', 'postalCode': 'E15 4PH', 'addressCountry': 'GB', 'streetAddress': '45 West Ham Lane'}"
Leytonstone Spice,https://www.ubereats.com/gb/store/leytonstone-spice/snyl5PcSWjCiZ1NNzurzCA,"['Vegetarian', 'Indian', 'Indian curry', 'Kebab']",4.3,€,51.56283,0.00923,,,,,
Dirrty Dogs,https://www.ubereats.com/gb/store/dirrty-dogs/SJ00L4jNXsGg5gblEL6yYA,['Desserts'],,€€,51.52481,-0.08133,EC2A 3EJ,Great Eastern Street,London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'EC2A 3EJ', 'addressCountry': 'GB', 'streetAddress': 'Great Eastern Street'}"
Koshari Om Hassan (Harringay),https://www.ubereats.com/gb/store/koshari-om-hassan-harringay/9Uiyv5lZQnGzfxt1SVlybA,"['Middle Eastern', 'Halal', 'Healthy', 'Arabian', 'Street food']",4.3,€,51.58636,-0.09047,N15 3QR,"294 W Green Rd, West Green",London,,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': '', 'postalCode': 'N15 3QR', 'addressCountry': 'GB', 'streetAddress': '294 W Green Rd, West Green'}"
Gourmet Buffet,https://www.ubereats.com/gb/store/gourmet-buffet/vETTD3_yU3W6D0yxopfsAg,"['Seafood', 'Halal', 'Chinese']",,,51.561130215106274,0.06913368486311346,IG1 4PG,97 Cranbrook Road,Ilford,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'Ilford', 'addressRegion': 'EMEA', 'postalCode': 'IG1 4PG', 'addressCountry': 'GB', 'streetAddress': '97 Cranbrook Road'}"
Bengal Tiger,https://www.ubereats.com/gb/store/bengal-tiger/3v9LO2xnVH6JLMTxJFjIAQ,"['Indian curry', 'Indian', 'Vegetarian', 'Asian']",4.6,€,51.52475,-0.09309,EC1V 9BB,108 Old Street,London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'EC1V 9BB', 'addressCountry': 'GB', 'streetAddress': '108 Old Street'}"
Stratford Tidjara,https://www.ubereats.com/gb/store/stratford-tidjara/4giDowVwXVWI3Hbkeetrcg,"['Local Specialities', 'Specialty', 'Halal', 'Family Meals', 'Everyday Essentials', 'Butcher', 'Specialty Goods', 'ButcherShop', 'Chicken', 'BBQ', 'Grocery', 'Specialty Foods']",4.6,,51.5455,0.00432,E15 1NS,204 The Grove,London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'E15 1NS', 'addressCountry': 'GB', 'streetAddress': '204 The Grove'}"
Grill Shack ,https://www.ubereats.com/gb/store/grill-shack/_LVoIr5GXyOmO76m4zAz2w,"['Caribbean', 'Chicken', 'Seafood', 'Latin American']",4.7,€€,51.50658,-0.24744,W3 7SH,15 The Vale,London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'W3 7SH', 'addressCountry': 'GB', 'streetAddress': '15 The Vale'}"
PrestoPasta,https://www.ubereats.com/gb/store/prestopasta/-MnsNNM_TrKAaaTvCQVHFg,"['Comfort Food', 'Halal', 'Latin American', 'Mexican', 'Brazilian', 'Argentinian', 'Burritos']",,,51.51159,-0.01545,E14 6BS,22 Kerbey Street,London,England,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'England', 'postalCode': 'E14 6BS', 'addressCountry': 'GB', 'streetAddress': '22 Kerbey Street'}"
Food Mart,https://www.ubereats.com/gb/store/food-mart/6EKaHtaEQvOuXmCRzf6FKg,"['Modern European', 'Store', 'Snacks', 'Drinks', 'Convenience Store with Alcohol', 'Convenience', 'Alcohol']",4.0,€,51.49012,-0.0426,SE8 5DJ,276 Lower Road,London,England,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'England', 'postalCode': 'SE8 5DJ', 'addressCountry': 'GB', 'streetAddress': '276 Lower Road'}"
Bella Italia Pasta & Pizza (Strand),https://www.ubereats.com/gb/store/bella-italia-pasta-%26-pizza-strand/PQl9k4KeTPSm4VCvbEneIw,"['Italian', 'Pizza', 'Pasta', 'Vegan']",,€€€,51.50965,-0.12309472,,,,,
Burrito N Biryani,https://www.ubereats.com/gb/store/burrito-n-biryani/Yp07QTAZRtGQUka41ocxOA,['Mexican'],,€,51.51711,-0.0883,EC2R 7,45,London,London,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'London', 'postalCode': 'EC2R 7', 'addressCountry': 'GB', 'streetAddress': '45'}"
Al Basha,https://www.ubereats.com/gb/store/al-basha/avv3nBfqRvSQGz6J0d04WQ,"['Middle Eastern', 'Vegetarian friendly', 'Egyptian', 'Lebanese', 'Group Friendly']",4.7,€,51.50247,-0.15752,SW1X 7,48 Knightsbridge,London,England,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'England', 'postalCode': 'SW1X 7', 'addressCountry': 'GB', 'streetAddress': '48 Knightsbridge'}"
Napoli Pizza London,https://www.ubereats.com/gb/store/napoli-pizza-london/yb5SaPyaWGeX2B520kbVwg,"['Italian', 'Pasta', 'Comfort food', 'Pizza', 'Comfort Food']",4.1,,51.429437113657016,-0.10110735582984184,SE27 9JF,"Shop
107 Norwood High Street",London,England,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'England', 'postalCode': 'SE27 9JF', 'addressCountry': 'GB', 'streetAddress': 'Shop\r\n107 Norwood High Street'}"
Toscana Pizzeria,https://www.ubereats.com/gb/store/toscana-pizzeria/7hFCEBFvX2Cf_NE-fAQb4w,"['Pizza', 'American', 'Italian', 'Pasta', 'Gluten free', 'Vegan']",4.4,,51.46531,-0.1567,SW11 5QJ,127A Lavender Hill,London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'SW11 5QJ', 'addressCountry': 'GB', 'streetAddress': '127A Lavender Hill'}"
Teddy Bear Bubble Tea,https://www.ubereats.com/gb/store/teddy-bear-bubble-tea/ot_UJ8fMWx67PRO_EchJrg,"['Tea', 'Taiwanese', 'Bubble tea', 'Bubble']",4.3,€,51.49318,-0.23634,W6 0RA,"Ground Floor, 218 King Street",London,,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': '', 'postalCode': 'W6 0RA', 'addressCountry': 'GB', 'streetAddress': 'Ground Floor, 218 King Street'}"
Mother Restaurant,https://www.ubereats.com/gb/store/mother-restaurant/nY4UyVDXSkWkOGnrRX4KDQ,"['Persian', 'BBQ', 'Halal']",,€,51.601982,-0.1926312,N3 2BH,18 Ballards Ln,London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'N3 2BH', 'addressCountry': 'GB', 'streetAddress': '18 Ballards Ln'}"
Sushi Planet,https://www.ubereats.com/gb/store/sushi-planet/hBZdMoFNUkCqIXowP-cNBA,"['Japanese', 'Sushi', 'Asian', 'Seafood', 'Allergy friendly']",3.6,€€€,51.53333,-0.21828,NW10 3ND,59 Chamberlayne Road,London,London,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'London', 'postalCode': 'NW10 3ND', 'addressCountry': 'GB', 'streetAddress': '59 Chamberlayne Road'}"
24/7 Alcohol Delivery,https://www.ubereats.com/gb/store/24-7-alcohol-delivery/QBraSBZWU9iPb7VNi6moxw,"['Convenience Store with Alcohol', 'Store', 'British', 'American', 'Alcohol']",3.4,,51.54483,-0.12607,N7 9,276 York Way,London,England,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'England', 'postalCode': 'N7 9', 'addressCountry': 'GB', 'streetAddress': '276 York Way'}"
Korkmaz Food Centre,https://www.ubereats.com/gb/store/korkmaz-food-centre/fq9tcFgLXveCwyTKOtMu2g,"['Especialidades', 'Turkish', 'Specialty', 'Local Grocer', 'International (grocery)', 'Chicken', 'Local', 'Specialty Foods', 'ButcherShop', 'Family friendly', 'Local Specialities', 'Specialty Goods', 'Family Meals', 'Grocer', 'International Convenience Store']",,,51.55669,-0.11835,N7 0RN,363-365 Holloway Rd,London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'N7 0RN', 'addressCountry': 'GB', 'streetAddress': '363-365 Holloway Rd'}"
Well Street Fish and Chips,https://www.ubereats.com/gb/store/well-street-fish-and-chips/TN3Asw95SNWA2b5NG7KmLg,"['Fish and Chips', 'Burgers', 'British', 'Group Friendly']",4.5,€€,51.544236,-0.04658,E9 7,218 Well St,London,Greater London,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'Greater London', 'postalCode': 'E9 7', 'addressCountry': 'GB', 'streetAddress': '218 Well St'}"
sarasas,https://www.ubereats.com/gb/store/sarasas/JcolcroUQeqoib8qIp2EQg,"['South Indian', 'Sri Lankan', 'North Indian', 'Group Friendly']",4.1,,51.51960485588729,-0.4125738304199127,UB4 0,634 Uxbridge Road,Hayes,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'Hayes', 'addressRegion': 'EMEA', 'postalCode': 'UB4 0', 'addressCountry': 'GB', 'streetAddress': '634 Uxbridge Road'}"
Sauucebox,https://www.ubereats.com/gb/store/sauucebox/mSspeqkpQEy5D1K9HwKIfA,"['Seafood', 'African', 'West African', 'Allergy friendly']",,€,51.50680381692575,0.11560703386549812,SE28 8,Attlee Road,London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'SE28 8', 'addressCountry': 'GB', 'streetAddress': 'Attlee Road'}"
Taste of Venezuela UK,https://www.ubereats.com/gb/store/taste-of-venezuela-uk/caXNFqBdSXqYZRN7RJizzA,"['Latin', 'Italian', 'Latin fusion', 'Mexican', 'New Mexican', 'Comfort food', 'Halal', 'Latin American', 'Comfort Food', 'Affordable meals', 'Family friendly', 'Family Meals', 'American', 'Pasta']",,,51.61064,-0.18988,N3 1PT,"8 Nethercourt Avenue, Sabor de Italia Limited",London,England,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'England', 'postalCode': 'N3 1PT', 'addressCountry': 'GB', 'streetAddress': '8 Nethercourt Avenue, Sabor de Italia Limited'}"
Yasmine garden,https://www.ubereats.com/gb/store/yasmine-garden/DUJUGMHnXkqTgfAYPznycg,"['Comfort', 'Food', 'Comfort food', 'American', 'Burgers', 'Chinese', 'Rice dishes', 'Noodles', 'Thai', 'Asian', 'Halal', 'Vegetarian', 'Desserts', 'Drinks', 'Family friendly', 'Kid friendly', 'Seafood', 'Dim Sum', 'Rice & Curry', 'Chicken', 'Singaporean', 'Group Friendly', 'Street food']",,€,51.34454,-0.06071,CR2 8LD,206b Addington Road,South Croydon,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'South Croydon', 'addressRegion': 'EMEA', 'postalCode': 'CR2 8LD', 'addressCountry': 'GB', 'streetAddress': '206b Addington Road'}"
